"Phase","AllPCHCount","AllPCHMiB","AllSharedPCHStarCount","AllSharedPCHStarMiB","ScopePCHCount","ScopePCHMiB","ScopeSharedPCHStarCount","ScopeSharedPCHStarMiB"
"BeforeClean","5","5105.31","484","0.08","4","4873.25","0","0"
